Metal,Method,Energy1(meV),Energy2(meV),Energy3(meV),Energy4(meV),Energy5(meV),Energy6(meV),Energy7(meV),Energy8(meV)
Cu,PBE-D3,0.0,1225.8427100000517,718.6966100000518,1051.2617899998986,1053.742560000046,423.79796999989594,876.8578300000627,713.2433100000526
Cu,PBE-TS,0.0,1163.8198799998918,663.0010300000322,927.1767400000499,982.3369000000639,401.38935000004494,822.3602799998844,640.6124200000249
Cu,PBE-TSHI,0.0,1206.8130300001485,737.7491100000952,1116.459070000019,1104.1776300000947,525.010199999997,932.6263400000698,790.131620000011
Cu,PBE-D4,0.0,1188.752660000091,708.8617599999907,1051.8080900001223,1057.9168000001573,456.29185000007055,895.7919300000867,735.704960000021
Cu,PBE-MBDHI,0.0,1192.4125699999877,713.6846700000206,1090.9566699999687,1097.1089600000141,490.3729899999689,935.7097699999031,777.9332400000385
Cu,PBE-MBDFI,0.0,1199.6727499999906,711.2910799999099,972.3819200000889,975.8096200000637,329.4393599999239,789.1859900000782,630.33618999998
Cu,revPBE,0.0,950.0184700000318,647.4331900001289,992.0395300000564,1022.6506400001654,643.0898099999922,963.6504400000376,831.7159600001105
Cu,REVPBE-D30,0.0,1017.3419699999613,604.2219900000418,798.0222200001208,814.7438599999077,341.2783500000387,729.5725399999355,567.9170799999156
Cu,revPBE-D3,0.0,1205.8450800000173,696.6765900001519,962.480209999967,963.9339299999392,331.1983500000224,779.8437300000387,613.7070400000084
Cu,revPBE-D4,0.0,1116.4457100001073,668.1637400001819,973.2559900000979,978.8985200000297,402.0780299999842,823.1907400002001,663.3110100001431
Cu,PBEsol,0.0,1326.641089999839,788.0599899999652,1230.46346000001,1227.6615900000252,538.2175699999152,1037.8470599998764,862.6696399999219
Cu,PBEsol-D3,0.0,1430.5415300000277,811.3244900000609,1213.8922900001035,1200.221830000146,428.9555300001666,968.7741800000822,784.5463700000437
Cu,PBEsol-D4,0.0,1376.0472599999503,797.58787999981,1221.3593599999513,1212.228759999789,482.2909299998628,1001.7915099999755,822.4281299999348
Cu,vdW-DF,0.0,874.8674099999789,592.8204499999765,838.9091200000394,875.8851600000526,558.1953199999816,828.4713699999884,723.4909700000571
Cu,vdW-DF2,0.0,847.3973699999533,561.3591599999381,811.3524099999267,849.766929999987,565.2863899999829,805.4074299999456,720.5594399999882
Cu,optB86b-vdW,0.0,1193.2708299999604,720.7663799999864,1066.050990000008,1075.4230800000641,492.4586399999953,920.1540300000488,772.9730800000425
Cu,rev-vdW-DF2,0.0,1155.3669699999318,709.1172199999392,1059.2517499999303,1072.3665399999618,523.3134299999165,933.0522199999223,790.5022599999256
Cu,R2SCAN,0.0,1307.6860300000135,789.2013000000588,1211.3894400001755,1215.0941600000351,562.3165100000733,1054.183010000088,875.3427999999985
Cu,R2SCAN-D3,0.0,1360.303810000005,800.8567900001253,1202.7058700000453,1200.846360000014,506.7500200000268,1018.8901100000294,835.4620100001284
Cu,R2SCAN-D4,0.0,1338.3748100000048,794.6894799999882,1204.8236499999803,1204.5429400000103,526.4459699999406,1030.7076100000359,849.1908700000295
Cu,R2SCAN-RVV10,0.0,1357.9811600000085,800.5564500001583,1207.785880000074,1204.9947300001804,506.2218500002018,1020.3388400000222,838.3928000000651
Cu,SCAN-rVV10,0.0,1403.7437100000716,825.2689299999929,1264.5954300000994,1263.1161500000871,540.3507600001376,1069.3283800001154,877.3290700000871
Cu,PBE0,0.0,1034.2389500001445,689.0430000000833,1038.8570000000072,1060.9209000001556,591.7385200000354,999.0779000002021,802.3722600000838
